ticket_number,issue_date,issue_time,rp_state_plate,plate_expiry_date,make,body_style,color,location,route,agency,violation_code,violation_description,fine_amount,latitude,longitude
4273834876,2015-12-30,1109.0,CA,,TOYT,PA,GY,14333 SYLVAN ST,00363,53.0,80.69C,PARKED OVER TIME LIM,58.0,6427066.4,1889879.8
4273834880,2015-12-30,1138.0,CA,201609.0,TOYT,PA,WT,14501 SYLVAN ST,00363,53.0,88.13B+,METER EXP.,63.0,6425961.6,1889884.1
4273834891,2015-12-30,1141.0,CA,,INFI,PA,GY,14545 SYLVAN ST,00363,53.0,88.13B+,METER EXP.,63.0,6425665.2,1889885.3
4273834902,2015-12-30,1156.0,CA,201610.0,CHEV,PA,WT,14401 GILMORE ST,00363,53.0,88.13B+,METER EXP.,63.0,6426626.0,1890971.9
4273834913,2015-12-30,1202.0,CA,201606.0,TOYT,PA,GY,14422 VICTORY BL,00363,53.0,88.13B+,METER EXP.,63.0,6426476.5,1890612.5
4273834924,2015-12-30,1342.0,CA,201604.0,FORD,PA,GN,6426 VAN NUYS BL,00363,53.0,88.13B+,METER EXP.,63.0,6425965.1,1890809.5
4273834935,2015-12-30,1402.0,CA,201604.0,BMW,PA,GY,6475 VAN NUYS BL,00363,53.0,88.13B+,METER EXP.,63.0,6425966.5,1891159.5
4273834946,2015-12-30,1403.0,CA,201604.0,BMW,PA,GY,6475 VAN NUYS BL,00363,53.0,5200,DISPLAY OF PLATES,25.0,6425966.5,1891159.5
4273834950,2015-12-30,1406.0,CA,201602.0,MERZ,PA,BK,14511 VICTORY BL,00363,53.0,88.13B+,METER EXP.,63.0,99999.0,99999.0
4273834961,2015-12-30,1409.0,CA,201607.0,TOYT,PA,GN,14508 VICTORY BL,00363,53.0,88.13B+,METER EXP.,63.0,6425910.4,1890614.7
4273834972,2015-12-30,1423.0,CA,,TOYT,PA,WT,6202 VAN NUYS BL,00363,53.0,88.13B+,METER EXP.,63.0,6425958.7,1889174.1
4273834983,2015-12-30,1439.0,CA,201601.0,FORD,PA,BK,6650 VAN NUYS BL,00363,53.0,88.13B+,METER EXP.,63.0,6425971.4,1892397.7
4273834994,2015-12-30,1439.0,CA,201601.0,TOYT,PA,WT,6650 VAN NUYS BL,00363,53.0,88.13B+,METER EXP.,63.0,6425971.4,1892397.7
4273836792,2015-12-30,106.0,CA,,AUDI,PA,WT,408 ALEXANDRIA AVE N,00401,54.0,80.58L,PREFERENTIAL PARKING,68.0,6471370.6,1850902.4
4273838015,2015-12-30,1007.0,ID,201604.0,FORD,TK,PR,1200 GRANVILLE AVE,00189,51.0,80.56E4+,RED ZONE,93.0,6421527.2,1840184.8
4273838026,2015-12-30,1034.0,CA,201605.0,CHEV,PA,BL,600 VETERAN AVE,00189,51.0,80.56E4+,RED ZONE,93.0,99999.0,99999.0
4273838030,2015-12-30,1041.0,CA,201612.0,FIAT,PA,GY,1001 WESTWOOD BLVD,00189,51.0,88.13B+,METER EXP.,63.0,6426797.9,1845451.3
4273838041,2015-12-30,1153.0,CA,201604.0,LEXS,PA,WT,2301 PROSSER AV,00189,51.0,88.13B+,METER EXP.,63.0,6433580.2,1839404.6
4273838052,2015-12-30,1201.0,CA,201511.0,AUDI,PA,BK,2301 PELHAM AV,00189,51.0,88.13B+,METER EXP.,63.0,6432791.9,1838804.5
4273838063,2015-12-30,1343.0,CA,201606.0,MITS,PA,SL,1909 PONTIUS AVE,00189,51.0,80.69C,PARKED OVER TIME LIM,58.0,6427760.6,1838710.6
4273838074,2015-12-30,1345.0,CA,201606.0,MITS,PA,SL,1909 PONTIUS AVE,00189,51.0,5200,DISPLAY OF PLATES,25.0,6427760.6,1838710.6
4273844212,2015-12-30,1455.0,CA,8.0,OTHR,TK,BN,351 TEMPLE ST E,6T4,56.0,80.56E4+,RED ZONE,93.0,6487748.0,1842892.3
4273844223,2015-12-30,1457.0,CA,8.0,OTHR,TK,BN,104 JUDGE JOHN AISO ST,6T4,56.0,80.56E4+,RED ZONE,93.0,6488716.7,1840826.4
4273844234,2015-12-30,1459.0,CA,8.0,OTHR,TK,BN,104 JUDGE JOHN AISO ST,6T4,56.0,80.56E4+,RED ZONE,93.0,6488716.7,1840826.4
4273844245,2015-12-30,1500.0,CA,1.0,OTHR,TK,BN,330 2ND ST E,6T4,56.0,80.56E4+,RED ZONE,93.0,6486845.7,1841619.2
4273844256,2015-12-30,1506.0,CA,201604.0,VOLK,PA,GY,211 3RD ST W,6T4,56.0,80.69AP+,NO STOP/STANDING,93.0,6486829.3,1840793.1
4273844260,2015-12-30,1511.0,CA,2.0,OTHR,TK,WT,210 3RD ST W,6T4,56.0,80.69AP+,NO STOP/STANDING,93.0,6486829.3,1840793.1
4273844271,2015-12-30,1513.0,CA,201506.0,CADI,PA,GY,306 3RD ST W,6T4,56.0,80.69AP+,NO STOP/STANDING,93.0,6486518.4,1841036.8
4273844282,2015-12-30,1519.0,CA,1.0,OTHR,TK,BN,306 3RD ST W,6T4,56.0,80.69AP+,NO STOP/STANDING,93.0,6486518.4,1841036.8
4273844293,2015-12-30,1522.0,CA,10.0,OTHR,TK,WT,300 HILL ST S,6T4,56.0,80.56E4+,RED ZONE,93.0,6486214.1,1841275.0
4273844304,2015-12-30,1526.0,CA,11.0,OTHR,TK,BN,210 4TH ST E,6T4,56.0,80.56E4+,RED ZONE,93.0,6486363.2,1840312.6
4273844315,2015-12-30,1547.0,CA,2.0,OTHR,TK,WT,701 FLOWER ST S,6T4,56.0,80.69AP+,NO STOP/STANDING,93.0,6483280.4,1840201.9
4273844326,2015-12-30,1605.0,CA,201603.0,CHRY,PA,SL,1051 6TH ST W,6T4,56.0,80.69AP+,NO STOP/STANDING,93.0,6482529.8,1842025.9
4273844330,2015-12-30,1611.0,CA,201509.0,NISS,PA,WT,1815 6TH ST W,6T4,56.0,80.69A+,STOP/STAND PROHIBIT,93.0,6479404.4,1843630.1
4273844341,2015-12-30,1613.0,CA,201509.0,NISS,PA,WT,1815 6TH ST W,6T4,56.0,5204A-,DISPLAY OF TABS,25.0,6479404.4,1843630.1
4273844352,2015-12-30,1614.0,CA,201612.0,BMW,PA,WT,2007 6TH ST W,6T4,56.0,80.69AP+,NO STOP/STANDING,93.0,99999.0,99999.0
4273844363,2015-12-30,1708.0,CA,7.0,OTHR,TK,BN,400 FIGUEROA ST N,6T4,56.0,88.13B+,METER EXP.,63.0,6484164.9,1842003.6
4273844374,2015-12-30,1709.0,CA,9.0,FORD,VN,WT,400 FIGUEROA ST N,6T4,56.0,88.13B+,METER EXP.,63.0,6484164.9,1842003.6
4273849495,2015-12-30,1049.0,CA,,LEXS,PA,WT,1100 ROBERTSON BL S,00777,51.0,88.13B+,METER EXP.,63.0,6445456.6,1843383.4
4273849506,2015-12-30,1135.0,CA,,AUDI,PA,SL,10501 PICO BL W,00777,51.0,88.13B+,METER EXP.,63.0,6434766.2,1839111.0
4273849510,2015-12-30,1154.0,CA,201606.0,FORD,PA,GY,12200 PEARL ST,00777,51.0,80.69C,PARKED OVER TIME LIM,58.0,99999.0,99999.0
4273849521,2015-12-30,1156.0,CA,201609.0,TOYT,PA,SL,12200 PEARL ST,00777,51.0,80.69C,PARKED OVER TIME LIM,58.0,99999.0,99999.0
4273849532,2015-12-30,1203.0,CA,201605.0,FORD,PA,WT,11912 MISSISSIPPI AVE,00777,51.0,80.69C,PARKED OVER TIME LIM,58.0,99999.0,99999.0
4273849543,2015-12-30,1408.0,CA,201610.0,TOYT,PA,SL,5800 ADAMS BLVD,00777,51.0,80.56E4+,RED ZONE,93.0,99999.0,99999.0
4273849554,2015-12-30,1409.0,CA,201601.0,CHRY,PA,SL,5800 ADAMS BLVD,00777,51.0,80.56E4+,RED ZONE,93.0,99999.0,99999.0
4273849565,2015-12-30,1410.0,CA,201603.0,CHEV,PA,BK,5800 ADAMS BLVD,00777,51.0,80.56E4+,RED ZONE,93.0,99999.0,99999.0
4273849576,2015-12-30,1412.0,CA,201601.0,CHEV,PA,SL,5800 ADAMS BLVD,00777,51.0,80.56E4+,RED ZONE,93.0,99999.0,99999.0
4273849580,2015-12-30,1413.0,CA,201601.0,CHEV,PA,SL,5800 ADAMS BLVD,00777,51.0,5200,DISPLAY OF PLATES,25.0,99999.0,99999.0
4273852273,2015-12-30,1131.0,CA,201611.0,HYUN,PA,WT,4136 BRONSON AVE,533W,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6460672.6,1825988.0
4273852284,2015-12-30,1136.0,CA,201605.0,DODG,PA,SL,4234 BRONSON AVE,533W,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6460665.6,1825343.0
4273852295,2015-12-30,1140.0,CA,201604.0,NISS,PA,SL,4279 DEGNAN BLVD,533W,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
4273852306,2015-12-30,1142.0,CA,201609.0,FORD,PA,WT,4279 DEGNAN BLVD,533W,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
4273852310,2015-12-30,1146.0,CA,201607.0,DODG,PA,GN,4267 EDGEHILL DR,533W,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6461512.3,1825006.0
4273852321,2015-12-30,1148.0,CA,201608.0,CHEV,PA,GN,4242 EDGEHILL DR,533W,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6461514.6,1825222.6
4273852332,2015-12-30,1152.0,CA,201510.0,BMW,PA,BK,4219 10TH AVE,533W,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
4273852343,2015-12-30,1153.0,CA,201603.0,BMW,PA,SL,4223 10TH AVE,533W,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
4273852354,2015-12-30,1256.0,CA,201602.0,FORD,PA,WT,3006 VICTORIA AVE,533W,55.0,80.69C,PARKED OVER TIME LIM,58.0,99999.0,99999.0
4273852365,2015-12-30,1300.0,CA,201601.0,MAZD,PA,PR,3010 VICTORIA AVE,533W,55.0,80.69C,PARKED OVER TIME LIM,58.0,99999.0,99999.0
4273852376,2015-12-30,1302.0,CA,201611.0,FORD,PA,WT,3032 VICTORIA AVE,533W,55.0,80.69C,PARKED OVER TIME LIM,58.0,99999.0,99999.0
4273852380,2015-12-30,1305.0,CA,201612.0,TOYT,PA,GY,3048 VICTORIA AVE,533W,55.0,80.69C,PARKED OVER TIME LIM,58.0,99999.0,99999.0
4273852391,2015-12-30,1318.0,CA,201609.0,NISS,PA,BK,3015 FARMDALE AVE,533W,55.0,80.69C,PARKED OVER TIME LIM,58.0,6456817.7,1832573.4
4273852402,2015-12-30,1325.0,CA,201606.0,LEXS,PA,WT,3515 VICTORIA AVE,533W,55.0,80.69C,PARKED OVER TIME LIM,58.0,6459752.7,1831536.7
4273852413,2015-12-30,1327.0,CA,201512.0,HYUN,PA,GN,3507 VICTORIA AVE,533W,55.0,80.69C,PARKED OVER TIME LIM,58.0,99999.0,99999.0
4273852424,2015-12-30,1329.0,CA,201607.0,FORD,PA,WT,3501 VICTORIA AVE,533W,55.0,80.69C,PARKED OVER TIME LIM,58.0,99999.0,99999.0
4273852435,2015-12-30,1330.0,CA,201512.0,FORD,PA,SL,3501 VICTORIA AVE,533W,55.0,80.69C,PARKED OVER TIME LIM,58.0,99999.0,99999.0
4273852446,2015-12-30,1335.0,CA,201512.0,FORD,PA,SL,3600 BLK SOMERSET DR,533W,55.0,80.69C,PARKED OVER TIME LIM,58.0,99999.0,99999.0
4273852450,2015-12-30,1427.0,CA,201610.0,HOND,PA,SL,3417 JEFFERSON BLVD W,533W,55.0,80.69C,PARKED OVER TIME LIM,58.0,6460795.8,1831862.0
4273852461,2015-12-30,1434.0,CA,201601.0,FORD,PA,BG,3112 JEFFERSON BLVD W,533W,55.0,80.69C,PARKED OVER TIME LIM,58.0,99999.0,99999.0
4273852472,2015-12-30,1439.0,CA,201610.0,NISS,PA,SL,2827 JEFFERSON BLVD W,533W,55.0,80.69C,PARKED OVER TIME LIM,58.0,99999.0,99999.0
4273852483,2015-12-30,1442.0,CA,201511.0,TOYT,PA,SL,2827 JEFFERSON BLVD W,533W,55.0,80.69C,PARKED OVER TIME LIM,58.0,99999.0,99999.0
4273852494,2015-12-30,1443.0,CA,201611.0,TOYT,PA,BL,2816 JEFFERSON BLVD W,533W,55.0,80.69C,PARKED OVER TIME LIM,58.0,99999.0,99999.0
4273852505,2015-12-30,1648.0,SD,201602.0,TOYT,PA,BK,5330 CRENSHAW BL,533W,55.0,88.13B+,METER EXP.,63.0,6461426.8,1820509.5
4273852516,2015-12-30,1651.0,CA,201605.0,CADI,PA,SL,5330 CRENSHAW BL,533W,55.0,88.13B+,METER EXP.,63.0,6461426.8,1820509.5
4273852520,2015-12-30,1653.0,CA,201602.0,NISS,PA,SL,5350 CRENSHAW BL,533W,55.0,88.13B+,METER EXP.,63.0,6461425.9,1820372.7
4273857280,2015-12-30,657.0,CA,201611.0,NISS,PA,GY,10655 CUSHDON AVE,00184,51.0,80.58L,PREFERENTIAL PARKING,68.0,6433760.9,1837269.0
4273857291,2015-12-30,705.0,CA,201603.0,AUDI,PA,BK,10559 BLYTHE AVE,00184,51.0,80.58L,PREFERENTIAL PARKING,68.0,6434378.2,1838068.6
4273857302,2015-12-30,719.0,CA,201608.0,MERZ,PA,WT,1241 EDRIS DR,00184,51.0,80.58L,PREFERENTIAL PARKING,68.0,6441118.7,1842977.4
4273857313,2015-12-30,722.0,CA,201608.0,MERZ,PA,WT,1241 EDRIS DR,00184,51.0,5200,DISPLAY OF PLATES,25.0,6441118.7,1842977.4
4273857324,2015-12-30,730.0,CA,,LEXS,PA,OT,1469 EDRIS DR,00184,51.0,80.58L,PREFERENTIAL PARKING,68.0,6441251.4,1841987.7
4273857335,2015-12-30,736.0,CA,201608.0,ACUR,PA,GY,1102 REXFORD DR,00184,51.0,80.58L,PREFERENTIAL PARKING,68.0,6442368.3,1843387.2
4273857346,2015-12-30,741.0,TN,201604.0,MERZ,PA,BK,1138 CARDIFF AVE,00184,51.0,80.58L,PREFERENTIAL PARKING,68.0,6442993.6,1843303.6
4273857350,2015-12-30,743.0,WA,201609.0,CHEV,PA,WT,1125 CARDIFF AVE,00184,51.0,80.58L,PREFERENTIAL PARKING,68.0,6442993.8,1843334.9
4273857361,2015-12-30,805.0,CA,,TOYT,PA,SL,1100 REXFORD DR,00184,51.0,88.13B+,METER EXP.,63.0,6442368.3,1843391.7
4273857372,2015-12-30,824.0,CA,201601.0,TOYT,PA,GY,11301 LA GRANGE AV,00184,51.0,88.13B+,METER EXP.,63.0,6427254.5,1837595.1
4273857383,2015-12-30,825.0,CA,201507.0,CHEV,PA,WT,11320 LA GRANGE AV,00184,51.0,80.58L,PREFERENTIAL PARKING,68.0,99999.0,99999.0
4273857394,2015-12-30,827.0,CA,201507.0,CHEV,PA,WT,11320 LA GRANGE AV,00184,51.0,5204A-,DISPLAY OF TABS,25.0,99999.0,99999.0
4273857405,2015-12-30,852.0,CA,201610.0,FORD,PA,GN,11915 OLYMPIC BL W,00184,51.0,88.13B+,METER EXP.,63.0,6424937.1,1834629.2
4273857416,2015-12-30,921.0,CA,201606.0,HOND,PA,SL,11345 OLYMPIC BL W,00184,51.0,88.13B+,METER EXP.,63.0,6427716.7,1836383.9
4273857420,2015-12-30,1001.0,CA,201605.0,VOLK,PA,WT,2101 CORINTH AV,00184,51.0,88.13B+,METER EXP.,63.0,6427335.8,1836868.4
4273857431,2015-12-30,1214.0,CA,201604.0,NISS,PA,GY,3166 SEPULVEDA BLVD,00184,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6432325.0,1831796.1
4273857442,2015-12-30,1215.0,CA,201402.0,LEXS,PA,SL,3166 SEPULVEDA BLVD,00184,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6432325.0,1831796.1
4273857453,2015-12-30,1218.0,CA,201611.0,MERZ,PA,BK,3430 SEPULVEDA BLVD,00184,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6433398.2,1830152.0
4273857464,2015-12-30,1219.0,CA,201607.0,TOYT,PA,WT,3430 SEPULVEDA BLVD,00184,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6433398.2,1830152.0
4273857475,2015-12-30,1222.0,CA,,VOLK,PA,WT,3430 SEPULVEDA BLVD,00184,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6433398.2,1830152.0
1112721153,2016-01-06,221.0,CA,,HOND,PA,BK,2916 W 8TH ST,00403,54.0,8056E4,RED ZONE,93.0,99999.0,99999.0
4273857486,2015-12-30,1224.0,CA,201608.0,VOLK,PA,GY,3330 SEPULVEDA BLVD,00184,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6433118.0,1830581.3
4273857490,2015-12-30,1226.0,CA,201606.0,MERZ,PA,BL,3300 SEPULVEDA BLVD,00184,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6432628.7,1831330.6
4273858153,2015-12-30,1645.0,CA,201506.0,FORD,PA,RD,7510 HOOVER ST S,00500,55.0,5204A-,DISPLAY OF TABS,25.0,6474620.8,1812174.4
4273858164,2015-12-30,2139.0,CA,,DODG,PA,WT,906 88TH ST W,00500,55.0,80.56E4+,RED ZONE,93.0,6473883.3,1807202.1
4273858175,2015-12-30,2142.0,CA,,DODG,PA,WT,906 88TH ST W,00500,55.0,5204A-,DISPLAY OF TABS,25.0,6473883.3,1807202.1
4273858186,2015-12-30,2147.0,CA,,MERZ,TK,BL,8600 VERMONT AVE S,00500,55.0,5204A-,DISPLAY OF TABS,25.0,6473250.6,1807962.6
4273858190,2015-12-30,2214.0,CA,201605.0,FORD,PA,GY,4769 DON RICARDO DR,00500,55.0,22500E,BLOCKING DRIVEWAY,68.0,99999.0,99999.0
4273858201,2015-12-30,2218.0,CA,201601.0,HYUN,PA,BK,4769 DON RICARDO DR,00500,55.0,80.56E4+,RED ZONE,93.0,99999.0,99999.0
4273858212,2015-12-30,2220.0,CA,201605.0,VOLK,PA,BK,4769 DON RICARDO DR,00500,55.0,80.56E4+,RED ZONE,93.0,99999.0,99999.0
4273858223,2015-12-30,2225.0,CA,201506.0,MERZ,PA,WT,4570 DON RICARDO DR,00500,55.0,5204A-,DISPLAY OF TABS,25.0,6454680.7,1826708.0
4273863532,2015-12-30,1639.0,CA,201610.0,NISS,PA,GY,5900 PICO BL W,00111,51.0,88.13B+,METER EXP.,63.0,6450350.5,1841387.6
4273863543,2015-12-30,1657.0,CA,201604.0,JAGU,PA,SL,5600 PICO BL W,00111,51.0,88.13B+,METER EXP.,63.0,6452485.0,1840759.3
4273863554,2015-12-30,1703.0,CA,201601.0,CHEV,PA,TN,1289 REDONDO BLVD,00111,51.0,22500E,BLOCKING DRIVEWAY,68.0,99999.0,99999.0
4273863565,2015-12-30,1724.0,CA,201607.0,HYUN,PA,BK,5101 PICO BL W,00111,51.0,88.13B+,METER EXP.,63.0,6455862.7,1840027.6
4273863576,2015-12-30,1727.0,CA,201607.0,HYUN,PA,MR,1400 CLOVERDALE AVE,00111,51.0,80.56E2,YELLOW ZONE,58.0,6455174.7,1840090.7
4273863580,2015-12-30,1735.0,CA,,RROV,PA,BK,5301 PICO BL W,00111,51.0,88.13B+,METER EXP.,63.0,6454508.2,1840152.0
4273863591,2015-12-30,1746.0,CA,201607.0,MNNI,PA,RD,5601 PICO BL W,00111,51.0,88.13B+,METER EXP.,63.0,6452613.2,1840704.3
4273863602,2015-12-30,1822.0,CA,201604.0,ISU,TK,WT,1159 BEVERWIL DR,00111,51.0,80.58L,PREFERENTIAL PARKING,68.0,6440780.3,1843220.6
4273863613,2015-12-30,1828.0,CA,201602.0,HOND,PA,SL,1415 GLENVILLE DR,00111,51.0,80.58L,PREFERENTIAL PARKING,68.0,6442572.0,1842541.0
4273863624,2015-12-30,1913.0,CA,201607.0,VOLK,PA,SL,5801 SAN VICENTE BL,00111,51.0,88.13B+,METER EXP.,63.0,6453211.3,1842701.9
4273863635,2015-12-30,1921.0,CA,201601.0,HOND,PA,BK,5901 SAN VICENTE BL,00111,51.0,88.13B+,METER EXP.,63.0,6452518.7,1843139.6
4273863646,2015-12-30,1927.0,CA,201608.0,MERZ,PA,WT,5600 8TH STW,00111,51.0,80.58L,PREFERENTIAL PARKING,68.0,6455306.9,1844640.4
4273863650,2015-12-30,1938.0,CA,201603.0,NISS,PA,SL,1338 SYCAMORE AVE S,00111,51.0,80.58L,PREFERENTIAL PARKING,68.0,6456343.0,1840403.3
4273863661,2015-12-30,1941.0,CA,201601.0,TOYT,PA,BL,5001 PICO BL W,00111,51.0,88.13B+,METER EXP.,63.0,6456895.1,1839933.8
4273863672,2015-12-30,1943.0,CA,201512.0,CHRY,PA,BL,5001 PICO BL W,00111,51.0,88.13B+,METER EXP.,63.0,6456895.1,1839933.8
4273863683,2015-12-30,2133.0,CA,201604.0,NISS,PA,SL,1388 ORANGE DR S,00111,51.0,80.58L,PREFERENTIAL PARKING,68.0,6456591.9,1840087.1
4273864766,2015-12-30,1653.0,CA,,HOND,PA,WT,940 CROCKER ST S,00681,56.0,88.13B+,METER EXP.,63.0,6486003.7,1835459.1
4273864770,2015-12-30,1655.0,CA,201612.0,JEEP,PA,UN,1006 CROCKER ST S,00681,56.0,88.13B+,METER EXP.,63.0,6485760.5,1835060.6
4273864781,2015-12-30,1722.0,CA,9.0,GRUM,CM,BN,1206 MAPLE AVE S,00681,56.0,22500H,DOUBLE PARKING,68.0,6483987.6,1835429.0
4273864792,2015-12-30,1726.0,CA,201604.0,TOYT,PA,GY,1311 MAPLE AVE S,00681,56.0,80.69AP+,NO STOP/STANDING,93.0,6483709.6,1835022.3
4273864803,2015-12-30,1730.0,CA,,HOND,PA,RD,359 15TH ST E,00681,56.0,88.13B+,METER EXP.,63.0,6483105.8,1834406.7
4273864814,2015-12-30,1738.0,CA,201603.0,FORD,PA,WT,1242 SANTEE ST S,00681,56.0,88.13B+,METER EXP.,63.0,6483580.1,1835509.8
4273864825,2015-12-30,1807.0,CA,201608.0,VOLK,PA,GY,301 3RD ST E,00681,56.0,88.13B+,METER EXP.,63.0,6486538.2,1841021.3
4273864836,2015-12-30,1820.0,ON,201601.0,PORS,PA,UN,820 SPRING ST S,00681,56.0,88.13B+,METER EXP.,63.0,6484744.1,1838051.3
4273864840,2015-12-30,1822.0,CA,201608.0,AUDI,PA,WT,814 SPRING ST S,00681,56.0,88.13B+,METER EXP.,63.0,6484769.4,1838083.7
4273864851,2015-12-30,1824.0,CA,,GRUM,CM,BN,814 SPRING ST S,00681,56.0,88.13B+,METER EXP.,63.0,6484769.4,1838083.7
4273864862,2015-12-30,1826.0,CA,201612.0,BMW,PA,WT,812 SPRING ST S,00681,56.0,88.13B+,METER EXP.,63.0,6484777.8,1838094.5
4273864873,2015-12-30,1847.0,CA,201611.0,NISS,PA,BK,111 SAN PEDRO ST S,00681,56.0,88.13B+,METER EXP.,63.0,6488678.6,1840773.0
4273864884,2015-12-30,1913.0,CA,9.0,UNK,CM,WT,369 2ND ST E,00681,56.0,80.56E4+,RED ZONE,93.0,6486719.5,1841717.7
4273872724,2015-12-30,825.0,CA,201510.0,HOND,PA,WT,2133 THOMAS STREET,57B,57.0,5204A-,DISPLAY OF TABS,25.0,99999.0,99999.0
4273872735,2015-12-30,1116.0,CA,201512.0,TOYT,PA,GY,1806 WEST 11TH STREET,57B,57.0,22514,FIRE HYDRANT,68.0,99999.0,99999.0
4273872746,2015-12-30,1202.0,CA,201507.0,NISS,PA,WT,1599 WEST 12TH PLACE,57B,57.0,5204A-,DISPLAY OF TABS,25.0,99999.0,99999.0
4273874032,2015-12-30,49.0,CA,5.0,MERC,PA,SL,5142 VENICE BLVD,00300,51.0,80.69B,NO PARKING,73.0,6455057.4,1838914.2
4273874043,2015-12-30,101.0,CA,12.0,CHEV,PA,BK,5001 VENICE BLVD,00300,51.0,22500I-,PARKED IN BUS ZONE,293.0,6456678.6,1839250.7
4273874054,2015-12-30,119.0,CA,2.0,NISS,PA,GY,1504 WILTON PL S,00300,51.0,80.56E4+,RED ZONE,93.0,6466401.6,1839013.1
4273874065,2015-12-30,121.0,CA,9.0,HOND,PA,GN,3066 15TH ST W,00300,51.0,80.56E4+,RED ZONE,93.0,6466343.2,1839040.0
4273874076,2015-12-30,124.0,CA,8.0,HOND,PA,GO,3001 15TH ST W,00300,51.0,80.56E4+,RED ZONE,93.0,6468051.7,1839039.6
4273874080,2015-12-30,138.0,CA,,HYUN,PA,WT,1234 BRONSON AVE S,00300,51.0,22514,FIRE HYDRANT,68.0,6463340.9,1840421.3
4273874091,2015-12-30,139.0,CA,,HYUN,PA,WT,1234 BRONSON AVE S,00300,51.0,5204A-,DISPLAY OF TABS,25.0,6463340.9,1840421.3
4273874102,2015-12-30,217.0,CA,6.0,BMW,PA,BK,1243 HAYWORTH AVE S,00300,51.0,80.58L,PREFERENTIAL PARKING,68.0,6450368.7,1841798.1
4273874113,2015-12-30,224.0,CA,11.0,BMW,PA,SL,1043 HAYWORTH AVE S,00300,51.0,80.58L,PREFERENTIAL PARKING,68.0,99999.0,99999.0
4273874124,2015-12-30,229.0,CA,,HOND,PA,WT,1001 HAYWORTH AVE S,00300,51.0,80.58L,PREFERENTIAL PARKING,68.0,6451144.1,1843801.1
4273874135,2015-12-30,231.0,CA,3.0,BMW,PA,GY,1001 HAYWORTH AVE S,00300,51.0,80.58L,PREFERENTIAL PARKING,68.0,6451144.1,1843801.1
4273874146,2015-12-30,234.0,CA,8.0,TOYT,PU,MR,1000 HAYWORTH AVE S,00300,51.0,80.58L,PREFERENTIAL PARKING,68.0,6451144.1,1843801.1
4273874150,2015-12-30,336.0,CA,12.0,NISS,PA,GO,2530 3RD AVE,00300,51.0,80.58L,PREFERENTIAL PARKING,68.0,6464698.2,1834849.8
4273874161,2015-12-30,341.0,CA,1.0,CHEV,PA,OT,2500 5TH AVE S,00300,51.0,80.58L,PREFERENTIAL PARKING,68.0,6463978.0,1835041.7
4273874172,2015-12-30,344.0,CA,12.0,TOYT,PA,BL,2501 5TH AVE S,00300,51.0,80.58L,PREFERENTIAL PARKING,68.0,6463978.0,1835041.7
4273874183,2015-12-30,640.0,CA,12.0,ACUR,PA,BK,1536 VAN NESS AVE S,00300,51.0,80.71.3,PARKING/FRONT YARD,68.0,99999.0,99999.0
4273874194,2015-12-30,641.0,CA,6.0,MITS,PA,BK,1536 VAN NESS AVE S,00300,51.0,80.71.3,PARKING/FRONT YARD,68.0,99999.0,99999.0
4273874205,2015-12-30,709.0,CA,3.0,DODG,PU,GY,4531 WASHINGTON BLVD,00300,51.0,80.70,NO STOPPING/ANTI-GRI,163.0,99999.0,99999.0
4273874216,2015-12-30,1212.0,CA,1.0,FORD,VN,WT,11131 NATIONAL BLVD,00908,51.0,80.61,STANDNG IN ALLEY,68.0,6432169.3,1832797.8
4273874220,2015-12-30,1217.0,CA,201606.0,HYUN,PA,BL,11131 NATIONAL BLVD,00908,51.0,80.61,STANDNG IN ALLEY,68.0,6432169.3,1832797.8
4273874231,2015-12-30,1226.0,CA,201609.0,GMC,PA,GY,11131 NATIONAL BLVD,00908,51.0,80.61,STANDNG IN ALLEY,68.0,6432169.3,1832797.8
4273874242,2015-12-30,1241.0,CA,201605.0,HYUN,PA,SL,3751 MOTOR AVENUE,00908,51.0,80.56E1,WHITE ZONE,58.0,6438986.5,1830507.8
4273874253,2015-12-30,1346.0,CA,201610.0,MAZD,PA,GY,1625 ELECTRIC AVENUE,00908,51.0,80.69B,NO PARKING,73.0,99999.0,99999.0
4273874264,2015-12-30,1358.0,CA,201609.0,CHEV,TK,WT,1654 SOUTH IRVING TABOR COURT,00908,51.0,80.61,STANDNG IN ALLEY,68.0,6421349.6,1819009.0
