ticket_number,issue_date,issue_time,rp_state_plate,plate_expiry_date,make,body_style,color,location,route,agency,violation_code,violation_description,fine_amount,latitude,longitude
4273970385,2015-12-31,805.0,CA,201612.0,HOND,PA,BK,25710 BELLE PORTE AVE,00562,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6470156.6,1746269.0
4273970396,2015-12-31,806.0,CA,,KIA,PA,BK,25710 BELLE PORTE AVE,00562,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6470156.6,1746269.0
4273970400,2015-12-31,809.0,CA,201606.0,FORD,PA,RD,25602 BELLE PORTE AVE,00562,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6470157.5,1746629.0
4273970411,2015-12-31,809.0,CA,201702.0,HOND,PA,BL,25602 BELLE PORTE AVE,00562,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6470157.5,1746629.0
4273970422,2015-12-31,810.0,CA,201607.0,TOYT,PA,GN,25600 BELLE PORTE AVE,00562,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6470157.5,1746633.0
4273970433,2015-12-31,812.0,CA,201612.0,ACUR,PA,GY,25518 BELLE PORTE AVE,00562,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6470159.4,1746926.8
4273970444,2015-12-31,813.0,CA,201610.0,TOYT,PU,WT,25350 BELLE PORTE AVE,00562,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6470164.7,1747641.5
4273970455,2015-12-31,814.0,CA,201607.0,TOYT,PA,WT,25314 BELLE PORTE AVE,00562,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6470165.5,1747768.6
4273970466,2015-12-31,816.0,CA,201610.0,TOYT,PA,BK,25220 BELLE PORTE AVE,00562,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6470167.8,1748111.0
4273970470,2015-12-31,818.0,CA,201609.0,TOYT,PA,BL,25106 BELLE PORTE AVE,00562,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6470165.9,1748533.5
4273970481,2015-12-31,819.0,CA,201602.0,GMC,VN,WT,25016 BELLE PORTE AVE,00562,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6470173.9,1748871.8
4273970492,2015-12-31,820.0,CA,201605.0,FORD,PA,SL,25016 BELLE PORTE AVE,00562,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6470173.9,1748871.8
4273970503,2015-12-31,822.0,CA,201609.0,TOYT,PA,WT,1344 251ST ST,00562,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6470374.7,1748553.8
4273970514,2015-12-31,822.0,CA,201602.0,CADI,PA,GY,1344 251ST ST,00562,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6470374.7,1748553.8
4273970525,2015-12-31,824.0,CA,201408.0,CHEV,PA,GY,25011 FRAMPTON AVE,00562,55.0,5204A-,DISPLAY OF TABS,25.0,6470546.7,1748893.4
4273970536,2015-12-31,826.0,CA,201408.0,CHEV,PA,GY,25011 FRAMPTON AVE,00562,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6470546.7,1748893.4
4273970540,2015-12-31,827.0,CA,201601.0,NISS,PA,BK,1337 252ND ST,00562,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6470407.4,1748184.6
4273970551,2015-12-31,828.0,CA,200807.0,PONT,PA,BK,1341 252ND ST,00562,55.0,5204A-,DISPLAY OF TABS,25.0,6470392.0,1748184.7
4273970562,2015-12-31,830.0,CA,200807.0,PONT,PA,BK,1341 252ND ST,00562,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6470392.0,1748184.7
4273970573,2015-12-31,834.0,CA,201511.0,DODG,PU,BL,25531 FRAMPTON AVE,00562,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6470537.5,1746908.2
4273970584,2015-12-31,947.0,CA,201611.0,GMC,PA,BL,105 MARINE AVE N,00562,55.0,80.73.2,EXCEED 72HRS-ST,68.0,6481750.5,1738725.5
4273970595,2015-12-31,951.0,CA,,OTHR,TR,PR,105 MARINE AVE N,00562,55.0,80.73.2,EXCEED 72HRS-ST,68.0,6481750.5,1738725.5
4273970606,2015-12-31,1127.0,CA,201602.0,CHEV,PA,RD,25111 WESTERN AVE S,00562,55.0,80.73.2,EXCEED 72HRS-ST,68.0,6468209.1,1748527.0
4273970610,2015-12-31,1133.0,CA,201302.0,DODG,PU,MR,25631 WESTERN AVE S,00562,55.0,80.73.2,EXCEED 72HRS-ST,68.0,6468210.0,1746530.1
4273970621,2015-12-31,1135.0,CA,201302.0,DODG,PU,MR,25631 WESTERN AVE S,00562,55.0,5204A-,DISPLAY OF TABS,25.0,6468210.0,1746530.1
4273973550,2015-12-31,805.0,CA,201604.0,FORD,PA,BK,1320 DOUGLAS ST,00672,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6485589.6,1849760.7
4273973561,2015-12-31,807.0,CA,201604.0,TOYT,PA,GY,1300 MONTANA ST,00672,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6485994.1,1849645.0
4273973572,2015-12-31,808.0,CA,201605.0,VOLK,PA,BL,1300 MONTANA ST,00672,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6485994.1,1849645.0
4273973583,2015-12-31,809.0,CA,201609.0,TOYT,PA,BK,1300 MONTANA ST,00672,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6485994.1,1849645.0
4273973594,2015-12-31,810.0,CA,201602.0,VOLV,PA,OT,1300 MONTANA ST,00672,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6485994.1,1849645.0
4273973605,2015-12-31,811.0,CA,201606.0,VOLV,PA,WT,1300 MONTANA ST,00672,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6485994.1,1849645.0
4273973616,2015-12-31,812.0,CA,201601.0,SUBA,PA,RD,1300 MONTANA ST,00672,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6485994.1,1849645.0
4273973620,2015-12-31,814.0,CA,201608.0,TOYT,PA,GY,1348 DOUGLAS ST,00672,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6485678.6,1849928.7
4273973631,2015-12-31,815.0,CA,201611.0,MAZD,PU,GY,1348 DOUGLAS ST,00672,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6485678.6,1849928.7
4273973642,2015-12-31,816.0,GA,201608.0,TOYT,PA,OT,1350 DOUGLAS ST,00672,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6485683.5,1849937.9
4273973653,2015-12-31,818.0,CA,201603.0,JEEP,PA,RD,1358 DOUGLAS ST,00672,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6485703.1,1849974.9
4273973664,2015-12-31,820.0,MD,201704.0,DODG,VN,RD,1336 QUINTERO ST,00672,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6485266.0,1849809.9
4273973675,2015-12-31,821.0,WA,201604.0,MAZD,PA,WT,1342 QUINTERO ST,00672,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6485279.8,1849836.3
4273973686,2015-12-31,821.0,CA,201607.0,HOND,PA,BK,1342 QUINTERO ST,00672,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6485279.8,1849836.3
4273973690,2015-12-31,823.0,CA,201606.0,FORD,PA,BK,1356 QUINTERO ST,00672,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6485311.9,1849897.9
4273973701,2015-12-31,826.0,CA,201607.0,LNDR,PA,GN,1429 SUTHERLAND ST,00672,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6485364.7,1850666.6
4273973712,2015-12-31,829.0,CA,201608.0,PLYM,PA,OT,1325 PORTIA ST,00672,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6484715.0,1850085.3
4273973723,2015-12-31,831.0,CA,201603.0,NISS,PA,BK,1341 PORTIA ST,00672,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6484764.6,1850180.5
4273973734,2015-12-31,832.0,CA,201610.0,TOYT,PA,GY,1356 PORTIA ST,00672,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6484933.8,1850505.7
4273973745,2015-12-31,834.0,CA,201606.0,HOND,PA,BK,1443 PORTIA ST,00672,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6485070.4,1850767.8
4273973756,2015-12-31,834.0,CA,201608.0,TOYT,PA,WT,1443 PORTIA ST,00672,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6485070.4,1850767.8
4273973760,2015-12-31,837.0,CA,201609.0,AUDI,PA,BK,1405 SCOTT AVE,00672,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6485494.1,1850923.1
4273973771,2015-12-31,838.0,CA,201610.0,NISS,PA,BL,1451 SCOTT AVE,00672,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6485320.1,1851078.6
4273973782,2015-12-31,839.0,CA,201701.0,NISS,PA,OT,1457 SCOTT AVE,00672,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6485298.8,1851076.2
4273973793,2015-12-31,843.0,CA,201606.0,SUBA,PA,BK,1480 GALVESTON ST,00672,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6484761.1,1850621.9
4273973804,2015-12-31,845.0,CA,201607.0,TOYT,PA,GY,1300 LAVETA TER,00672,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6484078.1,1850237.6
4273973815,2015-12-31,847.0,CA,201609.0,VOLK,PA,WT,1340 TACOMA AVE,00672,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6493119.5,1857875.0
4273973826,2015-12-31,849.0,CA,201602.0,TOYT,PA,SL,1373 LAVETA TER,00672,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6484388.5,1850498.2
4273973830,2015-12-31,850.0,CA,201610.0,BUIC,PA,SL,1371 LAVETA TER,00672,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6484401.3,1850491.6
4273973841,2015-12-31,853.0,CA,201604.0,OTHR,PA,BN,1464 FAIRBANKS PL,00672,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6484368.2,1851172.9
4273973852,2015-12-31,858.0,CA,201605.0,HYUN,PA,GY,1422 ECHO PARK AVE,00672,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6484045.3,1851000.2
4273973863,2015-12-31,900.0,CA,201604.0,JEEP,PA,GY,1438 ECHO PARK AVE,00672,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6484105.8,1851114.9
4273973874,2015-12-31,902.0,CA,201608.0,NISS,PA,GY,1458 ECHO PARK AVE,00672,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6484181.5,1851258.3
4273973885,2015-12-31,904.0,CA,201602.0,HOND,PA,SL,1534 ECHO PARK AVE,00672,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6484429.6,1851729.6
4273973896,2015-12-31,905.0,CA,201605.0,CHRY,PA,OT,1600 MORTON AVE,00672,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6484709.4,1852112.3
4273973900,2015-12-31,907.0,CA,201702.0,CHRY,PA,RD,1618 MORTON AVE,00672,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6484816.5,1852178.9
4273973911,2015-12-31,909.0,CA,201511.0,TOYT,PA,GY,1710 MORTON AVE,00672,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6485363.7,1852519.2
4273973922,2015-12-31,911.0,CA,201405.0,NISS,PA,RD,1632 ECHO PARK AVE,00672,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6484604.7,1852352.6
4273973933,2015-12-31,913.0,CA,201608.0,TOYT,PA,SL,1704 ECHO PARK AVE,00672,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6484655.1,1852888.0
4273973944,2015-12-31,914.0,CA,201606.0,TOYT,PA,BK,1712 ECHO PARK AVE,00672,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6484697.6,1852984.0
4273973955,2015-12-31,916.0,CA,201606.0,BMW,PA,BL,1820 ECHO PARK AVE,00672,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6484894.8,1853333.4
4273973966,2015-12-31,917.0,CA,201512.0,VOLK,PA,BK,1822 ECHO PARK AVE,00672,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6484907.6,1853348.5
4273973970,2015-12-31,918.0,CA,201512.0,HYUN,PA,GY,1850 ECHO PARK AVE,00672,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6485092.1,1853526.2
4273973981,2015-12-31,921.0,CA,201604.0,TOYT,PA,SL,2020 ECHO PARK AVE,00672,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6485951.0,1854608.0
4273973992,2015-12-31,923.0,CA,201607.0,MERZ,PA,WT,2100 ECHO PARK AVE,00672,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6485979.6,1854996.5
4273974003,2015-12-31,924.0,CA,201604.0,HOND,PA,WT,2100 ECHO PARK AVE,00672,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6485979.6,1854996.5
4273976276,2015-12-31,930.0,CA,4.0,MAZD,PA,TN,260 AVENUE 50 S,00673,56.0,80.69B,NO PARKING,73.0,6500232.1,1861043.5
4273976280,2015-12-31,935.0,CA,10.0,HYUN,PA,GO,4901 MARMION WAY,00673,56.0,80.56E4+,RED ZONE,93.0,6499965.0,1860895.0
4273976291,2015-12-31,959.0,CA,12.0,MERZ,PA,BK,1368 ARMADALE AVE,00673,56.0,80.56E4+,RED ZONE,93.0,6497394.3,1866625.9
4273976324,2015-12-31,1140.0,CA,6.0,HOND,PA,BK,2860 GLENVIEW AVE,00673,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6485761.3,1861021.0
4273976335,2015-12-31,1143.0,CA,5.0,MERZ,PA,WT,2812 GLENVIEW AVE,00673,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6485645.7,1860871.0
4273976350,2015-12-31,1149.0,CA,4.0,HOND,PA,GO,2100 RIPPLE ST,00673,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6486345.8,1859839.3
4273976361,2015-12-31,1151.0,CA,2.0,MERZ,PA,SL,2822 MARSH ST,00673,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6486469.2,1860478.2
4273976372,2015-12-31,1153.0,CA,1.0,TOYT,PA,BL,2858 MARSH ST,00673,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6486602.2,1860644.2
4273976383,2015-12-31,1155.0,CA,6.0,TOYT,PA,BK,2912 MARSH ST,00673,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6486801.6,1860893.2
4273976394,2015-12-31,1157.0,CA,7.0,CHEV,PA,WT,2938 MARSH ST,00673,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6486897.6,1861013.1
4273976405,2015-12-31,1158.0,CA,11.0,HOND,PA,BK,2938 MARSH ST,00673,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6486897.6,1861013.1
4273976416,2015-12-31,1202.0,CA,11.0,BMW,PA,BK,2918 PARTRIDGE AVE,00673,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6487025.1,1860686.3
4273976420,2015-12-31,1205.0,CA,7.0,HYUN,PA,WT,2858 ALLESANDRO ST,00673,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6486900.4,1860128.3
4273976431,2015-12-31,1207.0,CA,12.0,FORD,PA,GO,2844 ALLESANDRO ST,00673,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6486823.6,1860042.3
4273976442,2015-12-31,1209.0,CA,3.0,BMW,PA,SL,2112 MELLON AVE,00673,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6486517.3,1859846.0
4273976453,2015-12-31,1210.0,CA,11.0,VOLK,PA,RD,2112 MELLON AVE,00673,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6486517.3,1859846.0
4273976464,2015-12-31,1213.0,CA,10.0,TOYT,PA,BK,1911 RIPPLE ST,00673,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6486891.7,1859111.5
4273976475,2015-12-31,1215.0,CA,8.0,TOYT,PA,BK,1911 RIPPLE ST,00673,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6486891.7,1859111.5
4273976486,2015-12-31,1219.0,CA,11.0,NISS,PA,GO,2813 COOLIDGE AVE N,00673,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6486750.0,1859499.2
4273976490,2015-12-31,1221.0,CA,10.0,TOYT,PA,WT,2813 COOLIDGE AVE N,00673,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6486750.0,1859499.2
4273976501,2015-12-31,1223.0,CA,3.0,NISS,PA,GY,2841 COOLIDGE AVE N,00673,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6486907.0,1859675.6
4273976512,2015-12-31,1226.0,CA,12.0,HOND,PA,GO,2830 DENBY AVE,00673,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6487472.1,1859901.7
4273976523,2015-12-31,1229.0,CA,6.0,VOLK,PA,GN,2831 NEWELL ST,00673,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6487908.4,1859504.6
4273976534,2015-12-31,1231.0,CA,,SUBA,PA,SL,2831 NEWELL ST,00673,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6487908.4,1859504.6
4273976545,2015-12-31,1234.0,CA,9.0,CHRY,PA,WT,2663 BENEDICT ST,00673,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6487236.1,1858523.0
4273976556,2015-12-31,1238.0,CA,7.0,HOND,PA,SL,2663 BENEDICT ST,00673,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6487236.1,1858523.0
4273976571,2015-12-31,1245.0,CA,7.0,HOND,PA,WT,2642 RICH ST,00673,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6487860.0,1857772.7
4273976582,2015-12-31,1250.0,CA,3.0,FORD,PA,RD,2352 FORNEY ST,00673,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6488574.2,1856942.4
4273976593,2015-12-31,1458.0,CA,8.0,VOLK,PA,BL,5000 YORK BL,00673,56.0,88.13B+,METER EXP.,63.0,6499051.2,1866654.1
4273976604,2015-12-31,1500.0,CA,6.0,VOLK,PA,GY,5001 YORK BL,00673,56.0,88.13B+,METER EXP.,63.0,6499051.2,1866654.1
4273976615,2015-12-31,1502.0,CA,10.0,HOND,PA,GY,5001 YORK BL,00673,56.0,88.13B+,METER EXP.,63.0,6499051.2,1866654.1
4273983464,2015-12-31,938.0,CA,201607.0,HOND,PA,GN,991 N EVERETT ST,00644,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6486121.0,1847239.9
4273983475,2015-12-31,940.0,CA,201610.0,HOND,PA,WT,1055 N EVERETT PL,00644,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6486478.8,1848098.3
4273983486,2015-12-31,942.0,CA,201706.0,VOLV,PA,SL,1031 N EVERETT ST,00644,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6486177.5,1847377.1
4273983490,2015-12-31,943.0,CA,201609.0,HOND,PA,SL,933 N EVERETT ST,00644,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6486039.2,1847041.0
4273983501,2015-12-31,945.0,CA,201609.0,TOYT,PA,GY,1237 W INNES AVE,00644,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6486076.5,1848451.3
4273983512,2015-12-31,946.0,CA,,HOND,PA,GY,1237 W INNES AVE,00644,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6486076.5,1848451.3
4273983523,2015-12-31,947.0,CA,201511.0,TOYT,PA,GN,1215 INNES AVE,00644,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6486181.5,1848456.3
4273983545,2015-12-31,1005.0,CA,201612.0,HYUN,PA,WT,1360 W ALLISON AVE,00644,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6485359.4,1849126.4
4273983556,2015-12-31,1006.0,FL,201601.0,TOYT,PA,GO,1360 W ALLISON AVE,00644,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6485359.4,1849126.4
4273983560,2015-12-31,1008.0,FL,201501.0,HYUN,PA,BL,1206 N DOUGLAS ST,00644,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6485192.8,1849254.7
4273983571,2015-12-31,1008.0,WA,201612.0,NISS,PA,GY,1206 N DOUGLAS ST,00644,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6485192.8,1849254.7
4273983582,2015-12-31,1010.0,CA,201605.0,TOYT,PA,BN,1120 N DOUGLAS ST,00644,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6485025.1,1848945.9
4273983593,2015-12-31,1012.0,CA,201612.0,MITS,PA,SL,1424 W ALLISON AVE,00644,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6485046.6,1849310.7
4273983604,2015-12-31,1013.0,CA,201601.0,TOYT,PA,GY,1426 W ALLISON AVE,00644,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6485035.2,1849316.7
4273983615,2015-12-31,1014.0,CA,,SUBA,PA,BK,1426 W ALLISON AVE,00644,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6485035.2,1849316.7
4273983626,2015-12-31,1014.0,CA,201605.0,TOYT,PA,WT,1430 W ALLISON AVE,00644,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6485012.3,1849328.8
4273983630,2015-12-31,1016.0,CA,201604.0,MAZD,PA,BK,1444 W ALLISON AVE,00644,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6484932.2,1849371.0
4273983641,2015-12-31,1017.0,CA,201610.0,CHEV,PU,BK,1450 W ALLISON AVE,00644,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6484897.9,1849389.0
4273983652,2015-12-31,1018.0,CA,201604.0,TOYT,PA,WT,1450 W ALLISON AVE,00644,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6484897.9,1849389.0
4273983663,2015-12-31,1019.0,CA,201510.0,TOYT,PU,WT,1450 W ALLISON AVE,00644,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6484897.9,1849389.0
4273983674,2015-12-31,1019.0,CA,201607.0,HOND,PA,SL,1472 W ALLISON AVE,00644,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6484772.1,1849455.4
4273983685,2015-12-31,1023.0,CA,201607.0,TOYT,PA,RD,1510 ALLISON AVE,00644,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6484554.7,1849569.9
4273983696,2015-12-31,1025.0,CA,201605.0,HOND,PA,BK,1200 N LAVETA TER,00644,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6484051.3,1849835.1
4273983700,2015-12-31,1026.0,CA,201511.0,TOYT,PA,BK,1200 N LAVETA TER,00644,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6484051.3,1849835.1
4273983711,2015-12-31,1027.0,CA,201601.0,NISS,PA,BK,1216 N LAVETA TER,00644,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6484080.9,1849969.1
4273983722,2015-12-31,1028.0,CA,201605.0,MERZ,PA,BK,1216 N LAVETA TER,00644,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6484080.9,1849969.1
4273983733,2015-12-31,1030.0,CA,201603.0,TOYT,PA,WT,1126 N LAVETA TER,00644,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6483934.0,1849473.4
4273983744,2015-12-31,1031.0,CA,201608.0,TOYT,PA,SL,1126 N LAVETA TER,00644,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6483934.0,1849473.4
4273983755,2015-12-31,1033.0,CA,201604.0,FORD,PA,BK,1112 N LAVETA TER,00644,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6483911.2,1849403.1
4273983766,2015-12-31,1033.0,CA,201605.0,VOLK,PA,BK,1112 N LAVETA TER,00644,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6483911.2,1849403.1
4273983770,2015-12-31,1042.0,CA,201605.0,TOYT,PA,BK,823 EDGEWARE ROAD N,00644,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6485024.5,1847620.7
4273983781,2015-12-31,1043.0,CA,201610.0,BMW,PA,BL,823 EDGEWARE ROAD N,00644,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6485024.5,1847620.7
4273983792,2015-12-31,1045.0,CA,201510.0,INFI,PA,WT,715 EDGEWARE ROAD N,00644,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6484861.7,1847305.8
4273983803,2015-12-31,1046.0,CA,201603.0,KIA,PA,BK,715 EDGEWARE ROAD N,00644,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6484861.7,1847305.8
4273983814,2015-12-31,1047.0,CA,201603.0,LEXS,PA,BL,701 EDGEWARE ROAD N,00644,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6484839.8,1847265.7
4273983825,2015-12-31,1049.0,CA,201601.0,JEEP,PA,GY,605 EDGEWARE ROAD N,00644,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6484750.5,1847103.6
4273983836,2015-12-31,1200.0,CA,201605.0,HOND,PA,GY,1300 W ANGELINA ST,00644,56.0,80.56E4+,RED ZONE,93.0,6484181.3,1846063.1
4273986441,2015-12-31,35.0,CA,201606.0,DODG,PA,BK,1731 WESTWOOD BLVD,107R,51.0,80.56E4+,RED ZONE,93.0,6428923.8,1841316.5
4273986452,2015-12-31,39.0,CA,201611.0,TOYT,PA,BL,1501 MIDVALE AVE S,107R,51.0,80.58L,PREFERENTIAL PARKING,68.0,6427918.3,1842169.3
4273986463,2015-12-31,128.0,CA,201602.0,VOLK,PA,BK,8 DUDLEY CT,107R,51.0,80.71.4,PRIVATE PROPERTY,68.0,6416454.5,1820515.6
4273986485,2015-12-31,149.0,CA,201507.0,CHEV,VN,WT,1000 PRINCETON DR E,107R,51.0,5204A-,DISPLAY OF TABS,25.0,6426032.9,1817430.4
4273986496,2015-12-31,151.0,CA,201509.0,HOND,PA,WT,1000 PRINCETON DR E,107R,51.0,5204A-,DISPLAY OF TABS,25.0,6426032.9,1817430.4
4275177421,2016-01-19,330.0,IN,,FRHT,TK,WT,555 G ST E,00500,55.0,80.69B,NO PARKING,73.0,99999.0,99999.0
4273986511,2015-12-31,212.0,CA,201611.0,JEEP,PA,GN,4341 REDWOOD AVE,107R,51.0,80.69B,NO PARKING,73.0,6429159.5,1818111.3
4273986522,2015-12-31,217.0,WA,201608.0,BMW,PA,BL,4025 DEL REY AVE,107R,51.0,80.69B,NO PARKING,73.0,6426274.2,1819083.8
4273986533,2015-12-31,235.0,CA,201606.0,MERZ,PA,BK,3350 CLUB DR,107R,51.0,80.69B,NO PARKING,73.0,6439632.9,1834279.6
4273986544,2015-12-31,238.0,CA,201601.0,VOLV,PA,GY,3245 CLUB DR,107R,51.0,80.69B,NO PARKING,73.0,6439860.3,1834935.8
4273986566,2015-12-31,252.0,CA,201510.0,FORD,PA,BK,3415 KELTON AVE,107R,51.0,5204A-,DISPLAY OF TABS,25.0,6435017.6,1831312.4
4273986570,2015-12-31,253.0,CA,201503.0,CADI,PA,WT,3311 KELTON AVE,107R,51.0,5204A-,DISPLAY OF TABS,25.0,6434683.6,1831824.3
4273986581,2015-12-31,256.0,CA,201508.0,ACUR,PA,WT,3543 KELTON AVE,107R,51.0,5204A-,DISPLAY OF TABS,25.0,6435664.3,1830320.6
4273986592,2015-12-31,304.0,CA,201502.0,HOND,PA,WT,3468 KELTON AVE,107R,51.0,5204A-,DISPLAY OF TABS,25.0,6435250.9,1830954.5
4273986603,2015-12-31,308.0,CA,201508.0,BMW,PA,BK,3240 KELTON AVE,107R,51.0,5204A-,DISPLAY OF TABS,25.0,6434439.6,1832198.5
